# Catálogo de FIIs e FIAGROs (asset_class=fii|fiagro)
KNHY11,30.130.708/0001-28,Kinea High Yield CRI,fii,Papel,Papéis,,FundsExplorer 2026-05
KNIP11,24.960.430/0001-13,Kinea Índice de Preços,fii,Papel,Papéis,,FundsExplorer 2026-05
KNOX11,36.642.570/0001-22,KNOX DEBT FDO. INVEST. PART. INFRAESTRUTURA,fii,Fip,FIP-IE,,FundsExplorer 2026-05
KNPR11,42.737.059/0001-07,FII KINEA PR,fii,Fundo de Fundos,,,FundsExplorer 2026-05
KNRE11,14.423.780/0001-97,Kinea II Real Estate Equity,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
KNRI11,12.005.956/0001-65,Kinea Renda Imobiliária,fii,Tijolo,Misto,,FundsExplorer 2026-05
KNSC11,35.864.448/0001-38,KINEA SECURITIES FDO. DE INV. IMOB. - FII,fii,Papel,Papéis,,FundsExplorer 2026-05
KNUQ11,42.754.362/0001-18,KINEA UNIQUE HY CDI FUNDO DE INVESTIMENTO IMOB,fii,Papel,,,FundsExplorer 2026-05
KOPA11,51.475.461/0001-51,FIAGRO KOPA,fiagro,Fiagro,,,FundsExplorer 2026-05
KOPI11,51.869.200/0001-16,KINEA OPOR IMOB I FUNDO DE INVEST IMB LTDA,fii,Sem categoria,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
KORE11,52.219.978/0001-42,KINEA OPORTUNIDADES REAL ESTATE FDO DE INV IMOB,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
KRES11,53.654.501/0001-58,KINEA AQUISIÇÕES RESIDENCIAIS FII RESP LIM,fii,Tijolo,Misto,,FundsExplorer 2026-05
LAFI11,51.710.043/0001-00,LAVOURA I,fiagro,Fiagro,Misto,,FundsExplorer 2026-05
LASC11,30.248.158/0001-46,LEGATUS SHOPPINGS FDO. INV. IMOB. - FII,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
LATR11B,17.209.378/0001-00,Lateres,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
LAVF11,37.467.733/0001-40,FII LAVOURA,fii,Fundo Misto,,,FundsExplorer 2026-05
LFTT11,24.796.967/0001-90,LOFT II FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Tijolo,Papéis,,FundsExplorer 2026-05
LGCP11,34.598.181/0001-11,LOGCP INTER FDO INV IMOB,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
LIFE11,39.753.295/0001-02,FII LIFE,fii,Tijolo,Imóveis Comerciais - Outros,,FundsExplorer 2026-05
LKDV11,40.102.445/0001-05,FUNDO DE INVESTIMENTO IMOBILIÁRIO DEVELOPMENT V1,fii,Multiestratégia,Papéis,,FundsExplorer 2026-05
LLAO11,41.218.404/0001-33,FII BS2,fii,Multiestratégia,Misto,,FundsExplorer 2026-05
LOFT11,,,fii,Tijolo,,,FundsExplorer 2026-05
LOFT11B,19.722.048/0001-31,LOFT I - FDO INV IMOB,fii,Tijolo,Fundo de Desenvolvimento,,FundsExplorer 2026-05
LPLP11,37.262.752/0001-30,FII LAGO PDR,fii,Tijolo,,,FundsExplorer 2026-05
LRDI11,41.088.534/0001-07,FII LEBLON,fii,Fundo Misto,,,FundsExplorer 2026-05
LRED11,55.089.373/0001-72,LCP Real Estate Development,fii,Tijolo,Fundo de Desenvolvimento,,FundsExplorer 2026-05
LSAG11,42.592.476/0001-09,Leste,fiagro,Fiagro,,,FundsExplorer 2026-05
LSOI11,53.087.126/0001-01,LCP SPECIAL OPPORTUNITIES I FDO INV IMOB RESP,fii,Tijolo,Misto,,FundsExplorer 2026-05
LSPA11,31.847.293/0001-70,LESTE RIVA EQUITY PREFERENCIAL I,fii,Fundo Misto,Papéis,,FundsExplorer 2026-05
LTMT11,46.449.786/0001-20,FII SPECIALE,fii,Tijolo,Imóveis Residenciais,,FundsExplorer 2026-05
LUGG11,34.835.191/0001-23,LUGGO FDO. INV. IMOB.,fii,Tijolo,Imóveis Residenciais,,FundsExplorer 2026-05
LVBI11,30.629.603/0001-18,FDO INV IMOB - VBI LOGÍSTICO,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
MADS11,35.652.035/0001-90,MAUÁ CAPITAL DESENV I,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
MALL11,26.499.833/0001-32,Malls Brasil Plural,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
MANA11,42.888.583/0001-89,FII MANATI,fii,Multiestratégia,,,FundsExplorer 2026-05
MATV11,41.076.678/0001-35,MORE GESTÃO ATIVA DE RECEBÍVEIS FDO DE INV IMOB,fii,Papel,,,FundsExplorer 2026-05
MAVC11,40.911.470/0001-21,MAV CRÉDITO - FIAGRO-IMOBILIÁRIO,fiagro,Fiagro,Papéis,,FundsExplorer 2026-05
MAXR11,11.274.415/0001-70,Max Retail,fii,Tijolo,Varejo,,FundsExplorer 2026-05
MAXR11B,,FII MAX RET,fii,Outros,,,FundsExplorer 2026-05
MBRF11,,Mercantil do Brasil,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
MCCI11,23.648.935/0001-84,FDO INV. MAUA CAPITAL RECEBIVEIS IMOB. - FII,fii,Papel,Papéis,,FundsExplorer 2026-05
MCEM11,46.157.247/0001-17,MÉRITO CEMITÉRIOS FII - FDO DE INV IMOB,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
MCFF11,,FII MAUA FOF,fii,Outros,,,FundsExplorer 2026-05
MCHF11,36.642.139/0001-86,MAUÁ CAPITAL HEDGE FUND,fii,Multiestratégia,Papéis,,FundsExplorer 2026-05
MCHY11,36.655.973/0001-06,FDO DE INV IMOB MAUÁ CAPITAL HIGH YIELD - FII,fii,Papel,Papéis,,FundsExplorer 2026-05
MCLO11,57.466.934/0001-30,MAUA CAPITAL LOGISTICA FII,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
MCMV11,,,fii,Tijolo,Fundo de Desenvolvimento,,FundsExplorer 2026-05
MCRE11,36.655.973/0001-06,FDO DE INV IMOB MAUÁ CAPITAL HIGH YIELD - FII,fii,Multiestratégia,Papéis,,FundsExplorer 2026-05
MFAI11,32.397.369/0001-76,MERITO FDO. AÇÕES IMOB. FII - FDO INV. IMOB.,fii,Multiestratégia,Fundo de Fundos,,FundsExplorer 2026-05
MFCR11,45.403.337/0001-88,FII MERITO R,fii,Papel,,,FundsExplorer 2026-05
MFII11,16.915.968/0001-88,Mérito Desenvolvimento Imobiliário,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
MGCR11,35.652.204/0001-91,MOGNO CRI HIGH GRADE,fii,Papel,Papéis,,FundsExplorer 2026-05
MGFF11,29.216.463/0001-77,Mogno Fundo de Fundos,fii,Fundo de Fundos,Fundo de Fundos,,FundsExplorer 2026-05
MGHT11,34.197.776/0001-65,FDO. INV. IMOB. MOGNO HOTEIS,fii,Fundo Misto,Hotéis,,FundsExplorer 2026-05
MGLC11,40.011.210/0001-08,MOGNO PROPERTIES,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
MGLG11,40.041.711/0001-29,MOGNO LOGÍSTICA FUNDO DE INVEST. IMOBILIARIO,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
MGRI11,41.320.997/0001-44,FII MGRI,fii,Fundo Misto,,,FundsExplorer 2026-05
MINT11,19.872.887/0001-36,MINT EDUCACIONAL,fii,Tijolo,Educacional,,FundsExplorer 2026-05
MMPD11,41.080.968/0001-52,FII MAUA MPD,fii,Fundo Misto,,,FundsExplorer 2026-05
MMVE11,41.251.337/0001-59,FII MMVE OP,fii,Fundo Misto,,,FundsExplorer 2026-05
MOFF11,31.508.219/0001-20,MULTIOFFICES 2 - FDO. INV. IMOB.,fii,Fundo de Fundos,Lajes Corporativas,,FundsExplorer 2026-05
MORC11,40.102.474/0001-69,MORE RECEBÍVEIS IMOBILIÁRIOS FII,fii,Papel,Papéis,,FundsExplorer 2026-05
MORE11,34.197.727/0001-22,MORE REAL ESTATE FOF FII FDO. INV. IMOB.,fii,Fundo de Fundos,Fundo de Fundos,,FundsExplorer 2026-05
MTOF11,22.862.226/0001-34,MULTIOFFICES 1,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
MTRS11,32.740.844/0001-65,FDO INV IMOB - BTG PACTUAL METROPOLIS,fii,Fundo Misto,Papéis,,FundsExplorer 2026-05
MVFI11,23.537.203/0001-17,FDO INV IMOB MV9,fii,Fundo Misto,Misto,,FundsExplorer 2026-05
MXRF11,97.521.225/0001-25,Maxi Renda,fii,Papel,Papéis,,FundsExplorer 2026-05
MYDW11,,,fii,Sem categoria,,,FundsExplorer 2026-05
N4V111,52.372.013/0001-95,FII INTERMEDIÁRIO NAVI TOT,fii,Sem categoria,Fundo de Fundos,,FundsExplorer 2026-05
NAGR11,55.426.823/0001-75,NEVES FIAGRO,fiagro,Fiagro,Agricultura,,FundsExplorer 2026-05
NAUI11,49.649.500/0001-48,FII NAUI,fii,Tijolo,Outros,,FundsExplorer 2026-05
NAVT11,35.652.252/0001-80,NAVI IMOBILIÁRIO TOTAL RETURN,fii,Multiestratégia,Papéis,,FundsExplorer 2026-05
NCHB11,18.085.673/0001-57,FII NCH EQI,fii,Papel,Papéis,,FundsExplorer 2026-05
NCHB11B,,FII NCH BRA,fii,Papel,Papéis,,FundsExplorer 2026-05
NCRI11,40.041.603/0001-56,NAVI CRÉDITO IMOBILIÁRIO,fii,Papel,Papéis,,FundsExplorer 2026-05
NELO11,30.495.165/0001-42,FII NE LOG,fiagro,Fiagro,Logística,,FundsExplorer 2026-05
NEWL11,32.527.626/0001-47,Newport Logística,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
NEWU11,14.793.782/0001-78,NEWPORT RENDA URBANA FDO INV IMOB,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
NEXG11,52.044.477/0001-72,FIAGRO NEXG,fiagro,Fiagro,Agricultura,,FundsExplorer 2026-05
NIVT11,52.966.340/0001-75,ONDA INVEST MULTIESTRATÉGIA FII,fii,Fundo de Fundos,Exploração de Imóveis,,FundsExplorer 2026-05
NSLU11,08.014.513/0001-63,Hospital Nossa Sra Lourdes,fii,Tijolo,Hospitalar,,FundsExplorer 2026-05
NSLU11B,,FII LOURDES,fii,Outros,,,FundsExplorer 2026-05
NVHO11,17.025.970/0001-44,Novo Horizonte,fii,Tijolo,Hospitalar,,FundsExplorer 2026-05
NVIF11,22.003.469/0001-17,FII NOVA I,fii,Tijolo,Fundo de Desenvolvimento,,FundsExplorer 2026-05
NVIF11B,22.003.469/0001-17,FII NOVA I,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
NVRP11,21.498.349/0001-75,FDO INV PART NOVA RAPOSO - MULTIESTRATEGIA,fii,Fip,,,FundsExplorer 2026-05
OBAL11,42.273.290/0001-97,FII OPPBAL,fii,Tijolo,Imóveis Residenciais,,FundsExplorer 2026-05
OCRE11,44.680.435/0001-08,OCTO FDO DE INV IMOB,fii,Multiestratégia,Papéis,,FundsExplorer 2026-05
OGHY11,47.240.631/0001-41,ÓRAMA HIGH YIELD FDO INV IMOB,fii,Papel,,,FundsExplorer 2026-05
OIAG11,41.218.352/0001-03,Ourinvest Innovation,fiagro,Fiagro,,,FundsExplorer 2026-05
ONDA11,52.966.340/0001-75,ONDA INVEST MULTIESTRATÉGIA FII,fii,Multiestratégia,Exploração de Imóveis,,FundsExplorer 2026-05
ONDV11,52.966.340/0001-75,ONDA INVEST MULTIESTRATÉGIA FII,fii,Fundo Misto,Exploração de Imóveis,,FundsExplorer 2026-05
ONEF11,12.948.291/0001-23,The One,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
OPEQ11,,,fii,Fip,,,FundsExplorer 2026-05
OPHF11,,,fii,Fip,,,FundsExplorer 2026-05
OPTM11,09.150.967/0001-24,FUNDO DE INVESTIMENTO IMOBILIARIO PATRIMONIAL IV,fii,Sem categoria,Misto,,FundsExplorer 2026-05
ORPD11,19.107.604/0001-60,FII OURO PRT,fii,Papel,Fundo de Desenvolvimento,,FundsExplorer 2026-05
OUCY11,,FII OURICYRE,fii,Papel,Papéis,,FundsExplorer 2026-05
OUFF11,30.791.386/0001-68,FDO INV IMOB - OURINVEST FUNDO DE FUNDOS,fii,Fundo de Fundos,Fundo de Fundos,,FundsExplorer 2026-05
OUJP11,26.091.656/0001-50,OURINVEST JPP,fii,Papel,Papéis,,FundsExplorer 2026-05
OULG11,13.974.819/0001-00,FDO INV IMOB OURINVEST LOGÍSTICA,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
OULG11B,,FII OURILOG,fii,Tijolo,,,FundsExplorer 2026-05
OURE11,28.516.650/0001-03,Ourinvest Cyrela,fii,Fundo Misto,Misto,,FundsExplorer 2026-05
PABY11,00.613.094/0001-74,Panamby,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
PATA11,53.764.894/0001-52,PATAGÔNIA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,fii,Sem categoria,Misto,,FundsExplorer 2026-05
PATB11,14.788.492/0001-36,FDO INV IMOB - FII PATEO BANDEIRANTES,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
PATC11,30.048.651/0001-12,PÁTRIA-EDIFÍCIOS-CORPORATIVOS-FDO-INV-IMOB,fii,Tijolo,Fundo de Desenvolvimento,,FundsExplorer 2026-05
PATL11,35.754.164/0001-99,PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
PBLV11,31.962.875/0001-06,PROLOGIS BRAZIL LOGISTICS VENTURE FDO INV IMOB,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
PCAS11,24.514.406/0001-50,FII PRAIA CS,fii,Fundo Misto,,,FundsExplorer 2026-05
PCIP11,28.729.197/0001-13,Patria Crédito Imobiliário Índice de Preços Fundo de Investimento Imobiliário - Responsabilidade Limitada,fii,Papel,Papéis,,FundsExplorer 2026-05
PDBM11,56.978.773/0001-00,PDB MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
PDDA11B,,FII PEDRA D,fii,Outros,,,FundsExplorer 2026-05
PEMA11,34.736.510/0001-43,PERFORMA REAL ESTATE,fii,Papel,Papéis,,FundsExplorer 2026-05
PFIN11,34.218.291/0001-00,PERFIN APOLLO ENERGIA FIP EM INFRAESTRUTURA,fii,Fip,,,FundsExplorer 2026-05
PICE11,34.027.597/0001-80,PATRIA INFRAESTRUTURA ENERGIA CORE FIP INFRA,fii,Fip,,,FundsExplorer 2026-05
PLAG11,32.754.734/0001-52,QUASAR AGRO - FDO INV. IMOB.,fii,Tijolo,,,FundsExplorer 2026-05
PLCA11,41.272.747/0001-86,Plural BRB Crédito Agro,fiagro,Fiagro,,,FundsExplorer 2026-05
PLCR11,32.527.683/0001-26,FDO INV. IMOB. PLURAL RECEBIVEIS,fii,Papel,Papéis,,FundsExplorer 2026-05
PLOG11,36.501.198/0001-34,PLURAL LOGÍSTICA FDO. INV. IMOB.,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
PLRI11,14.080.689/0001-16,Polo Recebíveis Imobiliários I,fii,Papel,Papéis,,FundsExplorer 2026-05
PMFO11,50.135.849/0001-40,SPECIALE REAL ESTATE FUND OF FUNDS FDO DE INV IMOB,fii,Sem categoria,Misto,,FundsExplorer 2026-05
PMIS11,51.868.778/0001-58,PARAMIS HEDGE FUND FDO DE INV IMOB,fii,Multiestratégia,Misto,,FundsExplorer 2026-05
PMLL11,26.499.833/0001-32,Patria Malls FII,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
PNCR11,50.569.855/0001-06,PANORAMA CREDITO RESIDENCIAL FDO DE INV IMOB,fii,Papel,Imóveis Residenciais,,FundsExplorer 2026-05
PNDL11,37.899.400/0001-90,PANORAMA DESENVOLVIMENTO LOGÍSTICO,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
PNLM11,04.506.394/0001-05,,fii,Sem categoria,,,FundsExplorer 2026-05
PNLN11,40.887.170/0001-54,FII LASTMILE,fii,Fundo Misto,,,FundsExplorer 2026-05
PNPR11,26.813.118/0001-22,PANORAMA PROPERTIES FDO. INVEST. IMOB.,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
PNRC11,46.157.348/0001-98,PANORAMA REAL ESTATE CRÉDITO FDO INV IMOB,fii,Sem categoria,,,FundsExplorer 2026-05
PORD11,17.156.502/0001-09,Polo Recebíveis Imobiliários II,fii,Papel,Papéis,,FundsExplorer 2026-05
PPEI11,35.640.942/0001-19,PRISMA PROTON ENERGIA FDO. INVEST. PART. INFRA.,fii,Fip,,,FundsExplorer 2026-05
PQAG11,12.978.943/0001-72,PARQUE ANHANGUERA FDO. INVEST. IMOB.,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
PQDP11,10.869.155/0001-12,Parque Dom Pedro Shopping Center,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
PRSN11B,14.056.001/0001-62,Lateres,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
PRSV11,11.281.322/0001-72,Presidente Vargas,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
PRTS11,22.957.521/0001-74,Multi Properties FII,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
PRZS11,30.258.790/0001-70,PRAZO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Fundo Misto,Papéis,,FundsExplorer 2026-05
PSEC11,35.507.457/0001-71,PÁTRIA SECURITIES - FDO. INV. IMOB,fii,Multiestratégia,Fundo de Fundos,,FundsExplorer 2026-05
PULV11,53.018.363/0001-10,FUNDO DE INV IMOB RBR CRÉD PULVERIZADO RESP LTDA,fii,Papel,Papéis,,FundsExplorer 2026-05
PURB11,,,fii,Sem categoria,,,FundsExplorer 2026-05
PVBI11,35.652.102/0001-76,FDO. INV. IMOB. VBI PRIME PROPERTIES,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
QAGR11,32.754.734/0001-52,QUASAR AGRO - FDO INV. IMOB.,fii,Tijolo,agro,,FundsExplorer 2026-05
QAMI11,32.400.264/0001-29,QUASAR CRÉDITO IMOBILIÁRIO,fii,Papel,Papéis,,FundsExplorer 2026-05
QIFF11,,FII QUATA,fii,Fundo de Fundos,,,FundsExplorer 2026-05
QIRI11,34.736.432/0001-87,QUATA IMOB RECEBÍVEIS IMOB,fii,Papel,Papéis,,FundsExplorer 2026-05
QMFF11,,FII QUATA,fii,Fundo de Fundos,,,FundsExplorer 2026-05
QNTS11,27.368.617/0001-10,FII QUINTAS,fii,Outros,,,FundsExplorer 2026-05
QTZD11,55.115.058/0001-72,FII QTZD,fii,Tijolo,Imóveis Comerciais - Outros,,FundsExplorer 2026-05
RBBV11,16.915.868/0001-51,FII JHSF FBV,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
RBCB11,12.659.641/0001-31,FII RIOBRCIB,fii,Papel,Papéis,,FundsExplorer 2026-05
RBCO11,,RB CAPITAL OFFICE INCOME FDO INV. IMOB.,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
RBDS11,11.945.604/0001-27,RB Capital Desenvolvimento Residencial II,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
RBED11,13.873.457/0001-52,Rio Bravo Renda Educacional,fii,Tijolo,Educacional,,FundsExplorer 2026-05
RBFF11,17.329.029/0001-14,RIO BRAVO IFIX FDO INV IMOB,fii,Fundo de Fundos,Fundo de Fundos,,FundsExplorer 2026-05
RBFM11,17.329.029/0001-14,FII RIOB MT,fii,Multiestratégia,Fundo de Fundos,,FundsExplorer 2026-05
RBFY11,62.662.477/0001-90,FII RIO BRAVO FOR YOU,fii,Tijolo,Imóveis Residenciais,,FundsExplorer 2026-05
RBGS11,13.652.006/0001-95,FII RB GSB I,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
RBHG11,30.647.758/0001-87,RIO BRAVO CREDITO IMOB HIGH GRADE,fii,Papel,Papéis,,FundsExplorer 2026-05
RBHY11,37.899.479/0001-50,RIO BRAVO CRÉDITO IMOB. HIGH YIELD,fii,Papel,Papéis,,FundsExplorer 2026-05
RBIR11,31.161.410/0001-48,RB CAPITAL DESENV. RESIDENCIAL IV FDO. INV. IMOB.,fii,Tijolo,Fundo de Desenvolvimento,,FundsExplorer 2026-05
RBIV11,,FII RBCRI IV,fii,Papel,Papéis,,FundsExplorer 2026-05
RBLG11,35.652.227/0001-04,RB CAPITAL LOGÍSTICO,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
RBOP11,13.500.306/0001-59,FII MERC BR,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
RBRD11,09.006.914/0001-34,RB Capital Renda II,fii,Tijolo,Varejo,,FundsExplorer 2026-05
RBRF11,27.529.279/0001-51,RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FDO INV IMOB,fii,Papel,Fundo de Fundos,,FundsExplorer 2026-05
RBRI11,32.441.656/0001-36,FII RBR III,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
RBRK11,53.391.653/0001-05,RBR PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,fii,Tijolo,,,FundsExplorer 2026-05
RBRL11,35.705.463/0001-33,RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
RBRM11,26.314.437/0001-93,FDO INV IMOB - FII RBR DESENVOLVIMENTO,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
RBRP11,21.408.063/0001-51,RBR Properties,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
RBRR11,29.467.977/0001-03,RBR Rendimento High Grade,fii,Papel,Papéis,,FundsExplorer 2026-05
RBRS11,36.517.660/0001-91,RIO BRAVO RENDA RESIDENCIAL FDO. INVEST. IMOB.,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
RBRX11,41.088.458/0001-21,FII RBR MULT,fii,Multiestratégia,,,FundsExplorer 2026-05
RBRY11,30.166.700/0001-11,FDO INV IMOB RBR PRIVATE CRÉDITO IMOB,fii,Papel,Papéis,,FundsExplorer 2026-05
RBTS11,29.299.737/0001-39,RB CAPITAL TFO SITUS FDO INV IMOB - FII,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
RBVA11,15.576.907/0001-70,Rio Bravo Renda Varejo,fii,Tijolo,Varejo,,FundsExplorer 2026-05
RBVO11,15.769.670/0001-44,Rio Bravo Crédito Imobiliário II,fii,Papel,Papéis,,FundsExplorer 2026-05
RCFA11,27.771.586/0001-44,GRUPO RCFA FDO INV IMOB,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
RCFF11,35.689.670/0001-41,RBR DESENV COMERCIAL FEEDER FOF FDO INVEST IMOB,fii,Fundo Misto,Fundo de Fundos,,FundsExplorer 2026-05
RCKF11,43.010.139/0001-29,ROCK – FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Sem categoria,,,FundsExplorer 2026-05
RCRB11,03.683.056/0001-86,FDO INV IMOB RIO BRAVO RENDA CORPORATIVA,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
RDCI11,34.736.474/0001-18,FII RDCI,fii,Tijolo,,,FundsExplorer 2026-05
RDES11,,FII RD ESCRI,fii,Outros,,,FundsExplorer 2026-05
RDIV11,36.642.275/0001-76,FII RBRDESIV,fii,Tijolo,Outros,,FundsExplorer 2026-05
RDLI11,53.391.567/0001-00,RBR DESENVOLVIMENTO LOGÍSTICO I - FII RESP LIMITAD,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
