# Catálogo de FIIs e FIAGROs (asset_class=fii|fiagro)
RDLS11,53.724.231/0001-04,JGP DESENVOLVIMENTO I FDO INV IMOB RESP LIMIT,fii,Tijolo,Serviços Financeiros Diversos,,FundsExplorer 2026-05
RDPD11,23.120.027/0001-13,BB Renda de Papeis Imobiliários II,fii,Papel,Papéis,,FundsExplorer 2026-05
RECD11,53.260.548/0001-37,FII RECD,fii,Papel,Papéis,,FundsExplorer 2026-05
RECH11,35.652.306/0001-07,FII REC HTL,fii,Outros,Hotéis,,FundsExplorer 2026-05
RECM11,56.430.935/0001-62,FII RECM,fii,Papel,Papéis,,FundsExplorer 2026-05
RECR11,28.152.272/0001-26,FII REC Recebíveis Imobiliários,fii,Papel,Papéis,,FundsExplorer 2026-05
RECT11,32.274.163/0001-59,FDO INV IMOB - FII UBS (BR) OFFICE,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
RECX11,36.642.356/0001-76,FDO. INV. IMOB. REC FUNDO DE FUNDOS,fii,Fundo de Fundos,Fundo de Fundos,,FundsExplorer 2026-05
REIT11,16.841.067/0001-99,Socopa Fundo de Investimento Imobiliário,fii,Papel,Papéis,,FundsExplorer 2026-05
REIT11B,,FII REIT RIV,fii,Outros,,,FundsExplorer 2026-05
RELG11,37.112.770/0001-36,REC LOGISTICA,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
RENV11,54.174.907/0001-04,CPV ENERGIA FDO DE INV IMOB RESP LIM,fii,Fundo Misto,Serviços Financeiros Diversos,,FundsExplorer 2026-05
REON11,20.173.064/0001-00,RESIDENCIAIS ONE FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Fip,,,FundsExplorer 2026-05
RFOF11,34.027.774/0001-28,FDO. INVEST. IMOB. RB CAPITAL I FUNDO DE FUNDOS,fii,Papel,Fundo de Fundos,,FundsExplorer 2026-05
RINV11,44.625.612/0001-45,REAL INVESTOR FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Multiestratégia,,,FundsExplorer 2026-05
RMAI11,17.374.696/0001-19,REAG MULTI ATIVOS IMOBILIÁRIOS,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
RNDP11,15.394.563/0001-89,BB Renda de Papéis Imobiliários,fii,Papel,Papéis,,FundsExplorer 2026-05
RNGO11,15.006.286/0001-90,Rio Negro,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
ROOF11,38.456.598/0001-09,FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
RPRI11,42.502.842/0001-91,FII RBR PR,fii,Papel,Papéis,,FundsExplorer 2026-05
RRCI11,35.689.733/0001-60,RB Capital Recebíveis Imobiliários,fii,Papel,Papéis,,FundsExplorer 2026-05
RSPD11,19.249.989/0001-08,RB CAPITAL DESENV RESID III FDO INV IMOB - FII,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
RTEL11,43.862.625/0001-75,BRC - II FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Multiestratégia,Misto,,FundsExplorer 2026-05
RURA11,42.479.593/0001-60,Itau Asset Rural,fiagro,Fiagro,,,FundsExplorer 2026-05
RVBI11,35.507.457/0001-71,VBI REITS FOF - FDO. INV. IMOB,fii,Multiestratégia,Fundo de Fundos,,FundsExplorer 2026-05
RZAG11,40.413.979/0001-44,FIAGRO RIZA,fiagro,Fiagro,,,FundsExplorer 2026-05
RZAK11,36.642.219/0001-31,RIZA AKIN,fii,Papel,Papéis,,FundsExplorer 2026-05
RZAT11,28.267.696/0001-36,RIZA ARCTIUM REAL ESTATE FDO INV IMOB,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
RZDS11,,,fii,Multiestratégia,,,FundsExplorer 2026-05
RZEO11,45.718.511/0001-81,RIZA EOS FDO DE INV NAS CAD PROD - FIAGROO,fiagro,Fiagro,,,FundsExplorer 2026-05
RZLC11,56.212.023/0001-14,FII RZLC,fii,Papel,Papéis,,FundsExplorer 2026-05
RZTR11,36.501.128/0001-86,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX,fii,Fundo Misto,Misto,,FundsExplorer 2026-05
RZZI11,54.134.474/0001-55,RAIZZ DESENVOLVIMENTO II FII RESP. LIMITADA,fii,Sem categoria,Misto,,FundsExplorer 2026-05
RZZR11,35.652.278/0001-28,RAIZZ RENDA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
RZZV11,51.786.271/0001-55,RAIZZ DESENVOLVIMENTO I FII RESP LIM,fii,Tijolo,Misto,,FundsExplorer 2026-05
SAAG11,16.915.840/0001-14,FII SANT AGE,fii,Outros,Agências de Bancos,,FundsExplorer 2026-05
SACL11,41.833.927/0001-90,FII S CARLOS,fii,Fundo Misto,,,FundsExplorer 2026-05
SADI11,32.903.521/0001-45,SANTANDER PAPEIS IMOB CDI FDO INV IMOB,fii,Papel,Papéis,,FundsExplorer 2026-05
SAIC11B,17.311.079/0001-74,Sia Corporate,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
SALI11,36.669.535/0001-05,VENUS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Fundo Misto,Misto,,FundsExplorer 2026-05
SAPI11,51.646.298/0001-42,SANTANDER CACEIS,fii,Papel,Misto,,FundsExplorer 2026-05
SARE11,32.903.702/0001-71,SANTANDER RENDA DE ALUGUÉIS FDO. INVEST. IMOB.,fii,Fundo Misto,Misto,,FundsExplorer 2026-05
SAUS11,,,fii,Sem categoria,,,FundsExplorer 2026-05
SBCL11,34.471.719/0001-22,FRAM CAPITAL SBCLOG,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
SCPF11,01.657.856/0001-05,SCP,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
SDIL11,16.671.412/0001-93,SDI Logística Rio,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
SDIP11,,FII SDI PROP,fii,Outros,,,FundsExplorer 2026-05
SEED11,35.689.497/0001-81,FII HEDGE SD,fii,Fundo Misto,,,FundsExplorer 2026-05
SEQR11,09.517.273/0001-82,SEQUOIA III RENDA IMOBILIÁRIA,fii,Tijolo,Misto,,FundsExplorer 2026-05
SFND11,09.350.920/0001-04,São Fernando,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
SHDP11B,07.224.019/0001-60,Shopping Parque Dom Pedro,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
SHOP11,22.459.737/0001-00,Multi Shoppings,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
SHPH11,03.507.519/0001-59,Shopping Patio Higienopolis,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
SHPP11,59.090.726/0001-05,SHOPPING PATIO PAULISTA FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
SHSO11,44.527.168/0001-25,FII HEDGE SH,fii,Fundo Misto,,,FundsExplorer 2026-05
SIGR11,40.011.324/0001-40,FII SIG CAP,fii,Fundo Misto,,,FundsExplorer 2026-05
SJAU11,27.771.547/0001-47,SJ AU LOGÍSTICA,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
SLDZ11,49.361.020/0001-87,FII LAV SLDZ,fii,Sem categoria,Fundo de Desenvolvimento,,FundsExplorer 2026-05
SMRE11,53.730.029/0001-95,FDO INV IMOB SMART REAL ESTATE - FII RESP LIMITADA,fii,Multiestratégia,Incorporações,,FundsExplorer 2026-05
SNAG11,28.152.777/0001-90,SUNO AGRO – FIAGRO-IMOBILIÁRIO,fiagro,Fiagro,Papéis,,FundsExplorer 2026-05
SNCI11,41.076.710/0001-82,SUNO RECEBÍVEIS IMOBILIÁRIOS FDO DE INV IMOB,fii,Fundo Misto,Papéis,,FundsExplorer 2026-05
SNEL11,43.741.171/0001-84,SUNO ENERGIAS LIMPAS FII,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
SNFF11,40.011.225/0001-68,SUNO FUNDO DE FUNDOS,fii,Papel,Fundo de Fundos,,FundsExplorer 2026-05
SNFZ11,53.313.475/0001-02,SUNO FAZENDAS FIAGRO – IMOBILIÁRIO,fiagro,Fiagro,Misto,,FundsExplorer 2026-05
SNLG11,40.041.711/0001-29,FII SUNO LG,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
SNME11,52.227.760/0001-30,SUNO MULTIESTRATÉGIA FII,fii,Multiestratégia,,,FundsExplorer 2026-05
SOFF11,57.811.221/0001-67,FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFIA,fii,Tijolo,Misto,,FundsExplorer 2026-05
SOLR11,22.169.671/0001-13,SOLARIUM FII,fii,Tijolo,Imóveis Comerciais - Outros,,FundsExplorer 2026-05
SPAF11,18.311.024/0001-27,SPA Fundo de Investimento Imobiliário – FII,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
SPDE11,43.741.150/0001-69,WHG FINVEST SP REALTY FDO DE INV IMOB,fii,Sem categoria,,,FundsExplorer 2026-05
SPGM11,53.127.942/0001-00,FII SPGM,fii,Tijolo,Incorporações,,FundsExplorer 2026-05
SPMO11,40.225.262/0001-79,SUPREMO FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Sem categoria,,,FundsExplorer 2026-05
SPTW11,15.538.445/0001-05,SP Downtown,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
SPVJ11,27.538.422/0001-71,FUND. INVEST. IMOB. SUCCESPAR VAREJO,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
SPXC11,53.452.048/0001-05,FII IMOBILIÁRIO SPX SYN CRÉDITO IMOB RESP LTDA,fii,Outros,Lajes Corporativas,,FundsExplorer 2026-05
SPXG11,55.611.150/0001-23,Spx Syn Desenvolvimento Feeder Private,fii,Tijolo,Logística,,FundsExplorer 2026-05
SPXL11,55.074.554/0001-25,FII SPXL,fii,Tijolo,Logística,,FundsExplorer 2026-05
SPXS11,43.010.543/0001-00,FII SPX SYN,fii,Multiestratégia,,,FundsExplorer 2026-05
SRVD11,38.082.796/0001-41,SERRA VERDE FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Fundo Misto,,,FundsExplorer 2026-05
STMB11,49.935.515/0001-72,STONEX MB CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,fiagro,Fiagro,,,FundsExplorer 2026-05
STRX11,11.044.355/0001-07,STARX FDO INV IMOB,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
SURE11,46.334.715/0001-81,SULAMÉRICA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,fii,Multiestratégia,,,FundsExplorer 2026-05
TBOF11,17.365.105/0001-47,TB Office,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
TCIN11,34.197.700/0001-30,FDO. INVEST. IMOB. TOURMALET V - ED. CIDADE NOVA,fii,Papel,Fundo de Fundos,,FundsExplorer 2026-05
TCPF11,26.990.011/0001-50,TREECORP REAL ESTATE FDO INV IMOB - I,fii,Fundo Misto,Misto,,FundsExplorer 2026-05
TELD11,36.200.701/0001-11,TELLUS DESENVOLVIMENTO LOGÍSTICO,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
TELF11,41.080.994/0001-80,FII-TELF,fii,Fundo Misto,,,FundsExplorer 2026-05
TELM11,45.188.099/0001-35,TELLUS MULTIESTRATÉGIA – FDO INV IMOB,fii,Multiestratégia,,,FundsExplorer 2026-05
TEPP11,26.681.370/0001-25,TELLUS PROPERTIES - FDO INV. IMOB,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
TFOF11,20.834.884/0001-97,FII HTOPFOF,fii,Fundo de Fundos,Fundo de Fundos,,FundsExplorer 2026-05
TGAR11,25.032.881/0001-53,TG Ativo Real,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
THRA11,13.966.653/0001-71,FII BM THERA,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
THRA11B,,FII BM THERA,fii,Outros,,,FundsExplorer 2026-05
TJKB11,39.714.024/0001-48,FII TJK REND,fii,Tijolo,,,FundsExplorer 2026-05
TMPS11,42.737.077/0001-99,ITAÚ TEMPUS FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Fundo de Fundos,Fundo de Fundos,,FundsExplorer 2026-05
TOPP11,56.805.391/0001-76,FII TOPP,fii,Tijolo,Imóveis Comerciais - Outros,,FundsExplorer 2026-05
TORD11,30.230.870/0001-18,TORDESILHAS EI FDO. INV. IMOB.,fii,Fundo Misto,Misto,,FundsExplorer 2026-05
TRBL11,16.671.412/0001-93,FDO DE INVEST IMOB TELLUS RIO BRAVO RENDA LOGISTIC,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
TRNT11,04.722.883/0001-02,Torre Norte,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
TRNT11B,,FII TORRE NO,fii,Outros,,,FundsExplorer 2026-05
TRXB11,36.368.925/0001-37,TRX REAL ESTATE II FDO. INVEST. IMOB.,fii,Tijolo,Fundo de Desenvolvimento,,FundsExplorer 2026-05
TRXF11,28.548.288/0001-52,TRX Real Estate,fii,Tijolo,Imóveis Comerciais - Outros,,FundsExplorer 2026-05
TRXL11,,FII TRX LOG,fii,Tijolo,,,FundsExplorer 2026-05
TRXY11,43.985.938/0001-10,FII TRXY,fii,Multiestratégia,Outros,,FundsExplorer 2026-05
TSER11,34.847.042/0001-84,TISHMAN SPEYER RENDA CORPORATIVA,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
TSNC11,17.007.443/0001-07,Transinc,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
TSNM11,38.294.008/0001-80,TS NEW MARGINAL,fii,Fundo Misto,,,FundsExplorer 2026-05
TVRI11,14.410.722/0001-29,TIVIO RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOB,fii,Tijolo,Agências de Bancos,,FundsExplorer 2026-05
UBSR11,,FII UBS (BR),fii,Papel,Papéis,,FundsExplorer 2026-05
UMED11,,,fii,Sem categoria,,,FundsExplorer 2026-05
URHF11,52.649.350/0001-87,Urca Hedge Fund,fii,Multiestratégia,Outros,,FundsExplorer 2026-05
URPR11,34.508.872/0001-87,URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Papel,Papéis,,FundsExplorer 2026-05
VCHG11,55.633.339/0001-17,Vera Cruz CRI Residencial High Grade,fii,Tijolo,Outros,,FundsExplorer 2026-05
VCJR11,32.400.250/0001-05,VECTIS JUROS REAL FDO INV. IMOB. - FII,fii,Papel,Papéis,,FundsExplorer 2026-05
VCRA11,42.502.827/0001-43,FIAGRO VCRA,fiagro,Fiagro,,,FundsExplorer 2026-05
VCRI11,41.081.374/0001-66,FII VINCI CR,fii,Papel,Papéis,,FundsExplorer 2026-05
VCRR11,40.041.723/0001-53,VECTIS RENDA RESIDENCIAL,fii,Tijolo,Imóveis Residenciais,,FundsExplorer 2026-05
VCTH11,52.714.934/0001-99,VERA CRUZ THREE FDO DE INV IMOB,fii,Sem categoria,Incorporações,,FundsExplorer 2026-05
VDSV11,43.951.875/0001-81,FII VIC VIN,fii,Fundo Misto,,,FundsExplorer 2026-05
VERE11,08.693.497/0001-82,Vereda,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
VGHF11,36.771.692/0001-19,VALORA HEDGE FUND,fii,Multiestratégia,Misto,,FundsExplorer 2026-05
VGIA11,41.081.088/0001-09,FIAGRO VGIA,fiagro,Fiagro,,,FundsExplorer 2026-05
VGII11,52.649.680/0001-72,VALORA CRI INFRA II FII DE RESP. LTDA,fii,Sem categoria,Tecidos. Vestuário e Calçados,,FundsExplorer 2026-05
VGIP11,34.197.811/0001-46,VALORA CRI ÍNDICE DE PREÇO FDO INVEST. IMOB. FII,fii,Papel,Papéis,,FundsExplorer 2026-05
VGIR11,29.852.732/0001-91,Valora RE III,fii,Papel,Papéis,,FundsExplorer 2026-05
VGPR11,,,fii,Multiestratégia,Hedge Fund Imobiliário,,FundsExplorer 2026-05
VGRI11,53.656.482/0001-07,VALORA RENDA IMOB FUNDO DE INVES IMOB -RESP LIMIT,fii,Tijolo,Misto,,FundsExplorer 2026-05
VHFA11,51.658.280/0001-60,VALORA HEDGE FUND AGRO – FIAGRO–IMOBILIÁRIO,fiagro,Fiagro,Misto,,FundsExplorer 2026-05
VIDS11,32.527.552/0001-49,VIC DESENVOLVIMENTO VINTAGE 20/21,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
VIFI11,31.547.855/0001-60,VINCI INSTRUMENTOS FINANCEIROS FDO INV IMOB - FII,fii,Fundo de Fundos,Fundo de Fundos,,FundsExplorer 2026-05
VIGT11,33.601.138/0001-03,VINCI ENERGIA FDO INV PART IE,fii,Fip,,,FundsExplorer 2026-05
VILG11,24.853.044/0001-22,VINCI LOGÍSTICA FDO INV IMOB,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
VINO11,12.516.185/0001-70,VINCI OFFICES FDO INV IMOB,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
VISC11,17.554.274/0001-25,Vinci Shopping Centers,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
VIUR11,36.445.587/0001-90,VINCI IMÓVEIS URBANOS,fii,Tijolo,Misto,,FundsExplorer 2026-05
VJFD11,15.489.509/0001-17,JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,fii,Fundo Misto,Papéis,,FundsExplorer 2026-05
VLIQ11,45.338.526/0001-14,FII VIFI 2,fii,Fundo Misto,,,FundsExplorer 2026-05
VLJS11,13.842.683/0001-76,Vector Queluz Lajes Corporativas,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
VLOL11,15.296.696/0001-12,Vila Olímpia Corporate,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
VOTS11,17.870.926/0001-30,Votorantim Securities Master,fii,Papel,Papéis,,FundsExplorer 2026-05
VPPR11,30.654.849/0001-40,XP PROPERTIES FDO. INV. IMOB.,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
VPSI11,14.721.889/0001-00,Polo Shopping Indaiatuba,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
VRTA11,11.664.201/0001-00,Fator Verita,fii,Papel,Papéis,,FundsExplorer 2026-05
VRTM11,51.870.412/0001-13,FATOR VERITÀ MULTIESTRATÉGIA FDO INV IMOB,fii,Multiestratégia,Misto,,FundsExplorer 2026-05
VSEC11,10.347.505/0001-80,FDO INV IMOB VOTORANTIM SECURITIES,fii,Papel,Papéis,,FundsExplorer 2026-05
VSHO11,23.740.595/0001-17,FDO INV IMOB VOTORANTIM SHOPPING,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
VSLH11,36.244.015/0001-42,VERSALHES RECEBÍVEIS IMOBILIÁRIOS,fii,Papel,Papéis,,FundsExplorer 2026-05
VTBL11,20.265.467/0001-70,FII HIERON BERLIM,fii,Multiestratégia,Outros,,FundsExplorer 2026-05
VTLT11,27.368.600/0001-63,Votorantim Logística,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
VTPA11,21.500.481/0001-74,FDO. INVEST. IMOB. VOTORANTIM PATRIMONIAL V,fii,Papel,Fundo de Fundos,,FundsExplorer 2026-05
VTPL11,15.098.422/0001-19,FDO INV. IMOB. PLUS,fii,Papel,Papéis,,FundsExplorer 2026-05
VTVI11,21.500.514/0001-86,PARKING PARTNERS FDO. INVEST. IMOB.,fii,Fundo Misto,,,FundsExplorer 2026-05
VTXI11,23.740.552/0001-31,FDO. INVEST. IMOB. VOTORANTIM PATRIMONIAL XII,fii,Fundo Misto,Misto,,FundsExplorer 2026-05
VVCO11,15.006.267/0001-63,FII V2EDCORP,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
VVCR11,23.120.027/0001-13,BB Renda de Papeis Imobiliários II,fii,Fundo Misto,Papéis,,FundsExplorer 2026-05
VVMR11,30.871.698/0001-81,FDO.INVEST. IMOB. MULTI RENDA URBANA,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
VVPR11,33.045.581/0001-37,FDO INV IMOB - V2 PROPERTIES,fii,Tijolo,Misto,,FundsExplorer 2026-05
VVRI11,49.184.940/0001-77,V2 RENDA IMOBILIÁRIA FDO DE INV IMOB,fii,Fundo Misto,,,FundsExplorer 2026-05
VXXV11,30.982.974/0001-89,VX XVI - FDO INV. IMOB.,fii,Multiestratégia,Fundo de Desenvolvimento,,FundsExplorer 2026-05
WHGR11,41.256.643/0001-88,FII WHG REAL,fii,Multiestratégia,,,FundsExplorer 2026-05
WMRB11B,,FII WM RBCAP,fii,Outros,,,FundsExplorer 2026-05
WPLZ11,09.326.861/0001-39,Shopping West Plaza,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
WPLZ11B,,FII W PLAZA,fii,Outros,,,FundsExplorer 2026-05
WSEC11,43.440.579/0001-16,WARREN SECURITIES FDO DE INV IMOB,fii,Multiestratégia,,,FundsExplorer 2026-05
WTSP11B,28.693.595/0001-27,Ourinvest RE I,fii,Fundo Misto,Misto,,FundsExplorer 2026-05
WVSC11,,FII WARREN,fii,Fundo Misto,,,FundsExplorer 2026-05
XBXO11,36.814.809/0001-02,R CAP 1810 FUNDO DE FUNDOS,fii,Fundo de Fundos,Fundo de Fundos,,FundsExplorer 2026-05
XLPR11,35.689.733/0001-60,FII XLPR RI,fii,Multiestratégia,Papéis,,FundsExplorer 2026-05
XPCA11,41.269.527/0001-01,FIAGRO XP CA,fiagro,Fiagro,,,FundsExplorer 2026-05
XPCI11,28.516.301/0001-91,XP CREDITO IMOBILIÁRIO - FDO INV IMOB,fii,Papel,Papéis,,FundsExplorer 2026-05
XPCM11,16.802.320/0001-03,XP Corporate Macaé,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
XPGA11,,FII XP GAIA,fii,Papel,Papéis,,FundsExplorer 2026-05
XPHT11,18.308.516/0001-63,XP HOTÉIS - FDO INV IMOB,fii,Tijolo,Hotéis,,FundsExplorer 2026-05
XPIE11,30.317.464/0001-97,XP INFRA II FDO DE INV PART IE,fii,Fip,,,FundsExplorer 2026-05
XPIN11,28.516.325/0001-40,XP Industrial,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
XPLG11,26.502.794/0001-85,XP Log,fii,Tijolo,Imóveis Industriais e Logísticos,,FundsExplorer 2026-05
XPML11,28.757.546/0001-00,XP Malls,fii,Tijolo,Shoppings,,FundsExplorer 2026-05
XPPR11,30.654.849/0001-40,XP PROPERTIES FDO. INV. IMOB.,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
XPSF11,30.983.020/0001-90,XP SELECTION FDO DE FUNDOS INV IMOB - FII,fii,Fundo de Fundos,Fundo de Fundos,,FundsExplorer 2026-05
XTED11,15.006.267/0001-63,TRX Edifícios Corporativos,fii,Tijolo,Lajes Corporativas,,FundsExplorer 2026-05
YCHY11,,FII YAGUARA,fii,Outros,,,FundsExplorer 2026-05
YEES11,51.385.174/0001-50,HEDGE YEES HABITAÇÕES ECON FDO DE INV IMOB RESP L,fii,Sem categoria,Papéis,,FundsExplorer 2026-05
YUFI11,36.445.551/0001-06,YUCA FDO INV. IMOB.,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
YUFI11B,,FII YUCA,fii,Tijolo,,,FundsExplorer 2026-05
ZAGH11,45.188.066/0001-95,ZAGROS MULTIESTRATÉGIA FDO DE INV IMOB,fii,Multiestratégia,Serviços Financeiros Diversos,,FundsExplorer 2026-05
ZAVC11,52.101.897/0001-43,ZAVIT CRÉDITO IMOBILIÁRIO – FDO INV IMOB,fii,Papel,,,FundsExplorer 2026-05
ZAVI11,40.575.940/0001-23,FII-ZAVIT-R,fii,Tijolo,,,FundsExplorer 2026-05
ZIFI11,35.820.768/0001-96,ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,fii,Fundo Misto,Fundo de Desenvolvimento,,FundsExplorer 2026-05
